"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_home2861","240","49","93",".527","12","25",".480","11","17",".647","11","33","44","35","13","3","9","17","121",""
"totals_home2862","240","41","84",".488","6","22",".273","31","42",".738","13","40","53","24","8","1","19","27","119",""
"totals_home2863","240","45","101",".446","12","38",".316","17","19",".895","16","35","51","29","6","6","14","38","119",""
"totals_home2864","240","37","79",".468","12","30",".400","12","14",".857","5","40","45","29","8","11","15","21","98",""
"totals_home2865","240","40","88",".455","11","36",".306","13","22",".591","13","38","51","21","8","3","15","16","104",""
"totals_home2866","240","59","102",".578","10","26",".385","12","14",".857","14","28","42","34","10","5","10","23","140",""
"totals_home2867","240","45","102",".441","16","38",".421","11","17",".647","14","45","59","29","7","4","15","18","117",""
"totals_home2868","240","34","84",".405","8","30",".267","15","19",".789","11","38","49","24","5","4","14","11","91",""
"totals_home2869","240","40","93",".430","13","39",".333","32","39",".821","11","33","44","27","11","8","7","20","125",""
"totals_home2870","240","36","100",".360","7","32",".219","13","20",".650","18","34","52","18","5","6","14","24","92",""
"totals_home2871","240","42","83",".506","13","29",".448","17","22",".773","10","32","42","22","8","5","15","15","114",""
"totals_home2872","240","45","80",".563","18","29",".621","19","22",".864","6","30","36","30","7","3","12","15","127",""
"totals_home2873","240","44","98",".449","10","29",".345","23","26",".885","11","36","47","27","7","7","16","26","121",""
"totals_home2874","240","42","93",".452","10","36",".278","14","18",".778","9","25","34","24","10","7","9","21","108",""
"totals_home2875","240","38","97",".392","10","33",".303","23","32",".719","15","35","50","30","10","9","8","16","109",""
"totals_home2876","240","46","81",".568","11","25",".440","21","24",".875","4","35","39","28","8","2","17","19","124",""
"totals_home2877","240","39","102",".382","13","34",".382","14","15",".933","15","31","46","18","3","2","3","22","105",""
"totals_home2878","240","40","72",".556","13","33",".394","33","36",".917","5","31","36","18","8","7","15","25","126",""
"totals_home2879","240","57","108",".528","15","45",".333","14","17",".824","13","46","59","34","8","2","14","23","143",""
"totals_home2880","240","35","79",".443","9","32",".281","22","26",".846","8","32","40","24","8","3","17","15","101",""
"totals_home2881","240","38","78",".487","11","27",".407","32","41",".780","8","37","45","21","10","3","13","20","119",""
"totals_home2882","240","35","82",".427","7","22",".318","26","30",".867","10","33","43","21","4","5","8","20","103",""
"totals_home2883","240","38","88",".432","12","39",".308","22","31",".710","12","34","46","21","7","7","10","21","110",""
"totals_home2884","240","36","83",".434","7","29",".241","16","24",".667","7","35","42","24","7","10","17","18","95",""
"totals_home2885","240","33","79",".418","14","45",".311","22","26",".846","9","37","46","26","2","4","18","22","102",""
"totals_home2886","265","40","94",".426","8","23",".348","24","27",".889","8","40","48","26","6","5","11","23","112",""
"totals_home2887","265","40","88",".455","7","27",".259","29","40",".725","14","35","49","18","11","5","13","18","116",""
"totals_home2888","240","35","81",".432","6","35",".171","20","29",".690","5","35","40","22","9","7","20","26","96",""
"totals_home2889","240","41","91",".451","12","33",".364","20","27",".741","12","34","46","22","9","10","8","26","114",""
"totals_home2890","240","40","75",".533","12","33",".364","20","26",".769","4","27","31","27","5","2","10","20","112",""
"totals_home2891","240","46","93",".495","17","39",".436","16","19",".842","13","37","50","32","5","6","15","23","125",""
"totals_home2892","240","35","94",".372","7","28",".250","19","20",".950","11","40","51","23","8","6","17","23","96",""
"totals_home2893","240","46","99",".465","3","24",".125","5","9",".556","11","34","45","31","9","2","12","22","100",""
"totals_home2894","240","41","93",".441","11","33",".333","16","24",".667","11","35","46","24","6","2","14","18","109",""
"totals_home2895","240","42","87",".483","10","44",".227","20","30",".667","7","36","43","30","6","7","14","17","114",""
"totals_home2896","240","44","93",".473","9","28",".321","15","17",".882","12","39","51","33","10","5","11","20","112",""
"totals_home2897","240","48","85",".565","17","32",".531","12","16",".750","6","37","43","29","11","10","15","22","125",""
"totals_home2898","240","36","79",".456","7","23",".304","11","18",".611","5","42","47","10","11","5","23","20","90",""
"totals_home2899","240","44","90",".489","7","22",".318","22","29",".759","20","29","49","15","11","2","13","24","117",""
"totals_home2900","240","42","103",".408","7","34",".206","20","23",".870","21","38","59","22","7","5","13","23","111",""
"totals_home2901","240","37","103",".359","9","39",".231","15","23",".652","19","35","54","22","9","5","10","24","98",""
"totals_home2902","240","51","90",".567","10","29",".345","12","23",".522","5","40","45","30","12","9","14","16","124",""
"totals_home2903","240","42","87",".483","16","41",".390","13","21",".619","13","30","43","27","12","3","16","16","113",""
"totals_home2904","240","41","88",".466","10","34",".294","25","29",".862","12","42","54","28","5","6","14","24","117",""
"totals_home2905","240","49","86",".570","15","40",".375","22","29",".759","6","35","41","30","7","3","13","22","135",""
"totals_home2906","240","37","79",".468","10","26",".385","20","31",".645","5","37","42","22","9","10","18","17","104",""
"totals_home2907","240","43","93",".462","16","41",".390","16","25",".640","13","28","41","30","9","0","12","19","118",""
"totals_home2908","240","50","94",".532","16","39",".410","8","11",".727","9","32","41","34","5","9","15","23","124",""
"totals_home2909","240","50","88",".568","10","25",".400","15","20",".750","10","33","43","19","2","4","16","25","125",""
"totals_home2910","240","38","86",".442","11","30",".367","11","19",".579","6","35","41","27","5","19","7","23","98",""
"totals_home2911","240","47","90",".522","11","35",".314","20","25",".800","11","36","47","25","4","7","9","21","125",""
"totals_home2912","240","40","85",".471","9","23",".391","23","31",".742","7","29","36","20","10","7","17","25","112",""
"totals_home2913","240","42","97",".433","8","38",".211","8","10",".800","16","42","58","18","2","5","12","24","100",""
"totals_home2914","240","38","81",".469","13","29",".448","21","30",".700","5","39","44","21","9","5","11","22","110",""
"totals_home2915","240","36","86",".419","10","31",".323","13","14",".929","9","31","40","24","4","3","16","18","95",""
"totals_home2916","265","50","89",".562","11","29",".379","24","32",".750","9","29","38","29","7","7","13","29","135",""
"totals_home2917","240","42","90",".467","14","33",".424","9","11",".818","5","38","43","23","6","5","11","12","107",""
"totals_home2918","240","34","77",".442","12","32",".375","27","29",".931","9","31","40","21","8","5","22","20","107",""
"totals_home2919","240","34","81",".420","8","31",".258","12","17",".706","10","28","38","25","10","4","17","17","88",""
"totals_home2920","240","41","84",".488","13","35",".371","21","23",".913","10","36","46","21","8","7","14","19","116",""
"totals_home2921","240","38","80",".475","7","24",".292","32","45",".711","7","41","48","20","5","7","13","26","115",""
"totals_home2922","240","40","87",".460","13","38",".342","20","30",".667","11","32","43","22","20","3","20","25","113",""
"totals_home2923","240","43","85",".506","10","29",".345","18","21",".857","11","24","35","27","9","5","13","23","114",""
"totals_home2924","240","47","97",".485","9","25",".360","14","15",".933","16","44","60","28","7","4","11","17","117",""
"totals_home2925","240","41","92",".446","10","30",".333","12","18",".667","12","33","45","20","8","6","8","17","104",""
"totals_home2926","240","38","83",".458","4","20",".200","28","37",".757","5","39","44","20","15","5","14","21","108",""
"totals_home2927","240","47","87",".540","12","25",".480","11","16",".688","8","42","50","34","7","5","16","19","117",""
"totals_home2928","240","30","86",".349","11","30",".367","20","28",".714","14","34","48","11","12","5","20","20","91",""
"totals_home2929","240","40","87",".460","13","45",".289","15","23",".652","15","23","38","28","10","5","16","26","108",""
"totals_home2930","240","43","87",".494","12","35",".343","18","24",".750","8","40","48","29","6","8","12","23","116",""
"totals_home2931","240","50","99",".505","18","41",".439","10","15",".667","13","35","48","33","12","6","8","18","128",""
"totals_home2932","240","46","95",".484","11","36",".306","22","28",".786","17","47","64","24","10","5","20","20","125",""
"totals_home2933","240","41","86",".477","6","27",".222","12","15",".800","8","42","50","25","5","11","13","18","100",""
"totals_home2934","240","37","85",".435","19","39",".487","22","32",".688","13","34","47","24","8","1","11","17","115",""
"totals_home2935","240","40","86",".465","11","21",".524","24","32",".750","18","38","56","21","6","7","21","17","115",""
"totals_home2936","265","47","90",".522","15","38",".395","22","24",".917","7","30","37","25","5","6","14","23","131",""
"totals_home2937","240","42","86",".488","7","24",".292","13","23",".565","11","39","50","25","8","11","18","23","104",""
"totals_home2938","240","46","96",".479","7","24",".292","22","26",".846","16","32","48","26","4","2","11","25","121",""
"totals_home2939","240","49","92",".533","17","31",".548","13","16",".813","12","35","47","30","4","4","10","27","128",""
"totals_home2940","240","47","95",".495","9","28",".321","8","13",".615","7","31","38","19","8","3","8","17","111",""
"totals_home2941","240","41","92",".446","13","34",".382","12","16",".750","13","39","52","24","5","5","13","17","107",""
"totals_home2942","240","43","98",".439","12","38",".316","25","33",".758","17","41","58","28","11","7","12","17","123",""
"totals_home2943","290","42","94",".447","16","44",".364","25","30",".833","11","40","51","26","7","4","16","28","125",""
"totals_home2944","240","40","93",".430","11","33",".333","15","24",".625","13","33","46","22","10","4","10","24","106",""
"totals_home2945","240","46","88",".523","18","41",".439","14","15",".933","7","39","46","30","12","7","20","24","124",""
"totals_home2946","240","39","86",".453","10","28",".357","17","20",".850","9","32","41","24","4","4","13","18","105",""
"totals_home2947","240","34","84",".405","7","28",".250","10","14",".714","9","31","40","22","5","0","12","15","85",""
"totals_home2948","240","42","86",".488","9","30",".300","21","32",".656","9","38","47","23","8","3","17","29","114",""
"totals_home2949","240","45","85",".529","6","22",".273","16","21",".762","12","32","44","19","7","6","14","23","112",""
"totals_home2950","265","51","96",".531","20","34",".588","14","21",".667","6","35","41","30","5","2","16","23","136",""
"totals_home2951","240","43","98",".439","12","35",".343","13","20",".650","14","33","47","22","8","2","11","21","111",""
"totals_home2952","240","41","79",".519","8","26",".308","12","18",".667","2","36","38","19","8","3","13","21","102",""
"totals_home2953","240","34","88",".386","5","22",".227","22","25",".880","11","33","44","14","6","0","11","23","95",""
"totals_home2954","240","42","84",".500","16","41",".390","21","30",".700","6","41","47","23","8","7","14","21","121",""
"totals_home2955","240","37","82",".451","9","28",".321","26","32",".813","9","30","39","19","6","2","16","18","109",""
"totals_home2956","240","41","91",".451","13","29",".448","16","24",".667","14","32","46","25","10","3","20","16","111",""
"totals_home2957","240","46","92",".500","11","27",".407","17","23",".739","11","45","56","26","9","4","19","15","120",""
"totals_home2958","240","39","91",".429","10","36",".278","21","28",".750","11","30","41","25","9","6","11","19","109",""
"totals_home2959","240","36","91",".396","13","31",".419","17","24",".708","14","36","50","20","8","8","13","16","102",""
