"","date","away_team","points_away","home_team","points_home","attendance","home_win","point_difference","abs_point_dif","season","win_percentage"
"1451",2017-11-05,"Indiana Pacers",101,"New York Knicks",108,17889,1,7,7,"2017-18",46.3414634146341
"1452",2017-11-05,"Charlotte Hornets",94,"Minnesota Timberwolves",112,14124,1,18,18,"2017-18",72.0930232558139
"1453",2017-11-05,"Oklahoma City Thunder",99,"Portland Trail Blazers",103,19393,1,4,4,"2017-18",65.1162790697674
"1454",2017-11-05,"Memphis Grizzlies",102,"Los Angeles Lakers",107,18997,1,5,5,"2017-18",48.780487804878
"1455",2017-11-06,"Boston Celtics",110,"Atlanta Hawks",107,13215,0,-3,3,"2017-18",39.0243902439024
"1456",2017-11-06,"Brooklyn Nets",98,"Phoenix Suns",92,15905,0,-6,6,"2017-18",24.390243902439
"1457",2017-11-06,"Miami Heat",80,"Golden State Warriors",97,19596,1,17,17,"2017-18",75
"1458",2017-11-07,"Milwaukee Bucks",119,"Cleveland Cavaliers",124,20562,1,5,5,"2017-18",71.1538461538462
"1459",2017-11-07,"New Orleans Pelicans",117,"Indiana Pacers",112,15014,0,-5,5,"2017-18",65.9090909090909
"1460",2017-11-07,"Dallas Mavericks",113,"Washington Wizards",99,14505,0,-14,14,"2017-18",56.8181818181818
"1461",2017-11-07,"Charlotte Hornets",113,"New York Knicks",118,18704,1,5,5,"2017-18",46.3414634146341
"1462",2017-11-07,"Chicago Bulls",114,"Toronto Raptors",119,19800,1,5,5,"2017-18",80.4347826086957
"1463",2017-11-07,"Los Angeles Clippers",107,"San Antonio Spurs",120,18418,1,13,13,"2017-18",79.0697674418605
"1464",2017-11-07,"Brooklyn Nets",104,"Denver Nuggets",112,14058,1,8,8,"2017-18",75.609756097561
"1465",2017-11-07,"Philadelphia 76ers",104,"Utah Jazz",97,16063,0,-7,7,"2017-18",67.3913043478261
"1466",2017-11-07,"Memphis Grizzlies",98,"Portland Trail Blazers",97,18692,0,-1,1,"2017-18",65.1162790697674
"1467",2017-11-07,"Oklahoma City Thunder",86,"Sacramento Kings",94,17583,1,8,8,"2017-18",34.1463414634146
"1468",2017-11-08,"Indiana Pacers",97,"Detroit Pistons",114,14407,1,17,17,"2017-18",60.9756097560976
"1469",2017-11-08,"New York Knicks",99,"Orlando Magic",112,18803,1,13,13,"2017-18",41.4634146341463
"1470",2017-11-08,"Los Angeles Lakers",96,"Boston Celtics",107,18624,1,11,11,"2017-18",71.1538461538462
"1471",2017-11-08,"Miami Heat",126,"Phoenix Suns",115,16500,0,-11,11,"2017-18",24.390243902439
"1472",2017-11-08,"Minnesota Timberwolves",101,"Golden State Warriors",125,19596,1,24,24,"2017-18",75
"1473",2017-11-09,"Los Angeles Lakers",95,"Washington Wizards",111,20356,1,16,16,"2017-18",56.8181818181818
"1474",2017-11-09,"New Orleans Pelicans",118,"Toronto Raptors",122,19800,1,4,4,"2017-18",80.4347826086957
"1475",2017-11-09,"Cleveland Cavaliers",113,"Houston Rockets",117,18055,1,4,4,"2017-18",80.3921568627451
"1476",2017-11-09,"Philadelphia 76ers",108,"Sacramento Kings",109,17583,1,1,1,"2017-18",34.1463414634146
"1477",2017-11-09,"Oklahoma City Thunder",94,"Denver Nuggets",102,19520,1,8,8,"2017-18",75.609756097561
"1478",2017-11-10,"Atlanta Hawks",104,"Detroit Pistons",111,16687,1,7,7,"2017-18",60.9756097560976
"1479",2017-11-10,"Charlotte Hornets",87,"Boston Celtics",90,18624,1,3,3,"2017-18",71.1538461538462
"1480",2017-11-10,"Indiana Pacers",105,"Chicago Bulls",87,22416,0,-18,18,"2017-18",41.4634146341463
"1481",2017-11-10,"Los Angeles Clippers",111,"Oklahoma City Thunder",120,18203,1,9,9,"2017-18",65.9090909090909
"1482",2017-11-10,"Orlando Magic",128,"Phoenix Suns",112,16507,0,-16,16,"2017-18",24.390243902439
"1483",2017-11-10,"Milwaukee Bucks",94,"San Antonio Spurs",87,18418,0,-7,7,"2017-18",79.0697674418605
"1484",2017-11-10,"Miami Heat",84,"Utah Jazz",74,18306,0,-10,10,"2017-18",67.3913043478261
"1485",2017-11-10,"Brooklyn Nets",101,"Portland Trail Blazers",97,19393,0,-4,4,"2017-18",65.1162790697674
"1486",2017-11-11,"Los Angeles Clippers",103,"New Orleans Pelicans",111,17624,1,8,8,"2017-18",60
"1487",2017-11-11,"Atlanta Hawks",94,"Washington Wizards",113,17260,1,19,19,"2017-18",56.8181818181818
"1488",2017-11-11,"Memphis Grizzlies",96,"Houston Rockets",111,18055,1,15,15,"2017-18",80.3921568627451
"1489",2017-11-11,"Sacramento Kings",91,"New York Knicks",118,19812,1,27,27,"2017-18",46.3414634146341
"1490",2017-11-11,"Cleveland Cavaliers",111,"Dallas Mavericks",104,20378,0,-7,7,"2017-18",36.5853658536585
"1491",2017-11-11,"Philadelphia 76ers",114,"Golden State Warriors",135,19596,1,21,21,"2017-18",75
"1492",2017-11-11,"Los Angeles Lakers",90,"Milwaukee Bucks",98,18717,1,8,8,"2017-18",63.6363636363636
"1493",2017-11-11,"Chicago Bulls",94,"San Antonio Spurs",133,18418,1,39,39,"2017-18",79.0697674418605
"1494",2017-11-11,"Orlando Magic",107,"Denver Nuggets",125,16688,1,18,18,"2017-18",75.609756097561
"1495",2017-11-11,"Minnesota Timberwolves",110,"Phoenix Suns",118,16910,1,8,8,"2017-18",24.390243902439
"1496",2017-11-11,"Brooklyn Nets",106,"Utah Jazz",114,17413,1,8,8,"2017-18",67.3913043478261
"1497",2017-11-12,"Toronto Raptors",94,"Boston Celtics",95,18624,1,1,1,"2017-18",71.1538461538462
"1498",2017-11-12,"Miami Heat",103,"Detroit Pistons",112,16236,1,9,9,"2017-18",60.9756097560976
"1499",2017-11-12,"Houston Rockets",118,"Indiana Pacers",95,15581,0,-23,23,"2017-18",65.9090909090909
"1500",2017-11-12,"Dallas Mavericks",99,"Oklahoma City Thunder",112,18203,1,13,13,"2017-18",65.9090909090909
"1501",2017-11-13,"Sacramento Kings",92,"Washington Wizards",110,14660,1,18,18,"2017-18",56.8181818181818
"1502",2017-11-13,"Cleveland Cavaliers",104,"New York Knicks",101,19812,0,-3,3,"2017-18",46.3414634146341
"1503",2017-11-13,"Memphis Grizzlies",103,"Milwaukee Bucks",110,13244,1,7,7,"2017-18",63.6363636363636
"1504",2017-11-13,"Atlanta Hawks",105,"New Orleans Pelicans",106,14631,1,1,1,"2017-18",60
"1505",2017-11-13,"Los Angeles Lakers",100,"Phoenix Suns",93,17533,0,-7,7,"2017-18",24.390243902439
"1506",2017-11-13,"Minnesota Timberwolves",109,"Utah Jazz",98,17236,0,-11,11,"2017-18",67.3913043478261
"1507",2017-11-13,"Denver Nuggets",82,"Portland Trail Blazers",99,18895,1,17,17,"2017-18",65.1162790697674
"1508",2017-11-13,"Orlando Magic",100,"Golden State Warriors",110,19596,1,10,10,"2017-18",75
"1509",2017-11-13,"Philadelphia 76ers",109,"Los Angeles Clippers",105,19068,0,-4,4,"2017-18",53.6585365853659
"1510",2017-11-14,"Boston Celtics",109,"Brooklyn Nets",102,17732,0,-7,7,"2017-18",36.5853658536585
"1511",2017-11-14,"Toronto Raptors",129,"Houston Rockets",113,18055,0,-16,16,"2017-18",80.3921568627451
"1512",2017-11-14,"San Antonio Spurs",97,"Dallas Mavericks",91,19535,0,-6,6,"2017-18",36.5853658536585
"1513",2017-11-15,"Sacramento Kings",80,"Atlanta Hawks",126,13860,1,46,46,"2017-18",39.0243902439024
"1514",2017-11-15,"Washington Wizards",102,"Miami Heat",93,19600,0,-9,9,"2017-18",60.4651162790698
"1515",2017-11-15,"Utah Jazz",101,"New York Knicks",106,18695,1,5,5,"2017-18",46.3414634146341
"1516",2017-11-15,"Cleveland Cavaliers",115,"Charlotte Hornets",107,19427,0,-8,8,"2017-18",51.219512195122
"1517",2017-11-15,"Indiana Pacers",116,"Memphis Grizzlies",113,16033,0,-3,3,"2017-18",39.0243902439024
"1518",2017-11-15,"Detroit Pistons",95,"Milwaukee Bucks",99,14594,1,4,4,"2017-18",63.6363636363636
"1519",2017-11-15,"San Antonio Spurs",86,"Minnesota Timberwolves",98,18978,1,12,12,"2017-18",72.0930232558139
"1520",2017-11-15,"Toronto Raptors",125,"New Orleans Pelicans",116,15654,0,-9,9,"2017-18",60
"1521",2017-11-15,"Chicago Bulls",79,"Oklahoma City Thunder",92,18203,1,13,13,"2017-18",65.9090909090909
"1522",2017-11-15,"Orlando Magic",94,"Portland Trail Blazers",99,19206,1,5,5,"2017-18",65.1162790697674
"1523",2017-11-15,"Philadelphia 76ers",115,"Los Angeles Lakers",109,18997,0,-6,6,"2017-18",48.780487804878
"1524",2017-11-16,"Golden State Warriors",88,"Boston Celtics",92,18624,1,4,4,"2017-18",71.1538461538462
"1525",2017-11-16,"Houston Rockets",142,"Phoenix Suns",116,16875,0,-26,26,"2017-18",24.390243902439
"1526",2017-11-17,"Detroit Pistons",100,"Indiana Pacers",107,17188,1,7,7,"2017-18",65.9090909090909
"1527",2017-11-17,"Miami Heat",91,"Washington Wizards",88,17551,0,-3,3,"2017-18",56.8181818181818
"1528",2017-11-17,"Utah Jazz",107,"Brooklyn Nets",118,14495,1,11,11,"2017-18",36.5853658536585
"1529",2017-11-17,"Los Angeles Clippers",113,"Cleveland Cavaliers",118,20562,1,5,5,"2017-18",71.1538461538462
"1530",2017-11-17,"New York Knicks",84,"Toronto Raptors",107,19800,1,23,23,"2017-18",80.4347826086957
"1531",2017-11-17,"Charlotte Hornets",120,"Chicago Bulls",123,20493,1,3,3,"2017-18",41.4634146341463
"1532",2017-11-17,"Oklahoma City Thunder",101,"San Antonio Spurs",104,18418,1,3,3,"2017-18",79.0697674418605
"1533",2017-11-17,"Minnesota Timberwolves",111,"Dallas Mavericks",87,19459,0,-24,24,"2017-18",36.5853658536585
"1534",2017-11-17,"Portland Trail Blazers",82,"Sacramento Kings",86,17583,1,4,4,"2017-18",34.1463414634146
"1535",2017-11-17,"New Orleans Pelicans",114,"Denver Nuggets",146,16816,1,32,32,"2017-18",75.609756097561
"1536",2017-11-17,"Phoenix Suns",122,"Los Angeles Lakers",113,18997,0,-9,9,"2017-18",48.780487804878
"1537",2017-11-18,"Los Angeles Clippers",87,"Charlotte Hornets",102,17640,1,15,15,"2017-18",51.219512195122
"1538",2017-11-18,"Utah Jazz",125,"Orlando Magic",85,19157,0,-40,40,"2017-18",41.4634146341463
"1539",2017-11-18,"Boston Celtics",110,"Atlanta Hawks",99,16381,0,-11,11,"2017-18",39.0243902439024
"1540",2017-11-18,"Golden State Warriors",124,"Philadelphia 76ers",116,20848,0,-8,8,"2017-18",71.7391304347826
"1541",2017-11-18,"Houston Rockets",105,"Memphis Grizzlies",83,17266,0,-22,22,"2017-18",39.0243902439024
"1542",2017-11-18,"Milwaukee Bucks",79,"Dallas Mavericks",111,19949,1,32,32,"2017-18",36.5853658536585
"1543",2017-11-18,"Sacramento Kings",90,"Portland Trail Blazers",102,19522,1,12,12,"2017-18",65.1162790697674
"1544",2017-11-19,"Washington Wizards",91,"Toronto Raptors",100,19800,1,9,9,"2017-18",80.4347826086957
"1545",2017-11-19,"Indiana Pacers",120,"Miami Heat",95,19600,0,-25,25,"2017-18",60.4651162790698
"1546",2017-11-19,"Golden State Warriors",118,"Brooklyn Nets",111,17732,0,-7,7,"2017-18",36.5853658536585
"1547",2017-11-19,"Detroit Pistons",100,"Minnesota Timberwolves",97,16069,0,-3,3,"2017-18",72.0930232558139
"1548",2017-11-19,"Chicago Bulls",105,"Phoenix Suns",113,16264,1,8,8,"2017-18",24.390243902439
"1549",2017-11-19,"Denver Nuggets",109,"Los Angeles Lakers",127,18997,1,18,18,"2017-18",48.780487804878
"1550",2017-11-20,"Minnesota Timberwolves",102,"Charlotte Hornets",118,15978,1,16,16,"2017-18",51.219512195122
"1551",2017-11-20,"Cleveland Cavaliers",116,"Detroit Pistons",88,20491,0,-28,28,"2017-18",60.9756097560976
"1552",2017-11-20,"Indiana Pacers",105,"Orlando Magic",97,17239,0,-8,8,"2017-18",41.4634146341463
"1553",2017-11-20,"Utah Jazz",86,"Philadelphia 76ers",107,20587,1,21,21,"2017-18",71.7391304347826
"1554",2017-11-20,"Los Angeles Clippers",85,"New York Knicks",107,18848,1,22,22,"2017-18",46.3414634146341
"1555",2017-11-20,"Portland Trail Blazers",100,"Memphis Grizzlies",92,15785,0,-8,8,"2017-18",39.0243902439024
"1556",2017-11-20,"Washington Wizards",99,"Milwaukee Bucks",88,16122,0,-11,11,"2017-18",63.6363636363636
"1557",2017-11-20,"Oklahoma City Thunder",107,"New Orleans Pelicans",114,16765,1,7,7,"2017-18",60
"1558",2017-11-20,"Boston Celtics",110,"Dallas Mavericks",102,20302,0,-8,8,"2017-18",36.5853658536585
"1559",2017-11-20,"Atlanta Hawks",85,"San Antonio Spurs",96,18418,1,11,11,"2017-18",79.0697674418605
"1560",2017-11-20,"Denver Nuggets",114,"Sacramento Kings",98,17583,0,-16,16,"2017-18",34.1463414634146
"1561",2017-11-21,"Chicago Bulls",94,"Los Angeles Lakers",103,18997,1,9,9,"2017-18",48.780487804878
"1562",2017-11-22,"Washington Wizards",124,"Charlotte Hornets",129,16041,1,5,5,"2017-18",51.219512195122
"1563",2017-11-22,"Brooklyn Nets",109,"Cleveland Cavaliers",119,20562,1,10,10,"2017-18",71.1538461538462
"1564",2017-11-22,"Portland Trail Blazers",81,"Philadelphia 76ers",101,20605,1,20,20,"2017-18",71.7391304347826
"1565",2017-11-22,"Los Angeles Clippers",116,"Atlanta Hawks",103,12675,0,-13,13,"2017-18",39.0243902439024
"1566",2017-11-22,"Boston Celtics",98,"Miami Heat",104,19704,1,6,6,"2017-18",60.4651162790698
"1567",2017-11-22,"Toronto Raptors",100,"New York Knicks",108,19812,1,8,8,"2017-18",46.3414634146341
"1568",2017-11-22,"Denver Nuggets",95,"Houston Rockets",125,18055,1,30,30,"2017-18",80.3921568627451
"1569",2017-11-22,"Dallas Mavericks",95,"Memphis Grizzlies",94,16101,0,-1,1,"2017-18",39.0243902439024
"1570",2017-11-22,"Orlando Magic",118,"Minnesota Timberwolves",124,16402,1,6,6,"2017-18",72.0930232558139
"1571",2017-11-22,"San Antonio Spurs",90,"New Orleans Pelicans",107,17539,1,17,17,"2017-18",60
"1572",2017-11-22,"Golden State Warriors",91,"Oklahoma City Thunder",108,18203,1,17,17,"2017-18",65.9090909090909
"1573",2017-11-22,"Milwaukee Bucks",113,"Phoenix Suns",107,16270,0,-6,6,"2017-18",24.390243902439
"1574",2017-11-22,"Chicago Bulls",80,"Utah Jazz",110,17434,1,30,30,"2017-18",67.3913043478261
"1575",2017-11-22,"Los Angeles Lakers",102,"Sacramento Kings",113,17583,1,11,11,"2017-18",34.1463414634146
"1576",2017-11-24,"Portland Trail Blazers",127,"Brooklyn Nets",125,15246,0,-2,2,"2017-18",36.5853658536585
"1577",2017-11-24,"New York Knicks",104,"Atlanta Hawks",116,14355,1,12,12,"2017-18",39.0243902439024
"1578",2017-11-24,"Orlando Magic",103,"Boston Celtics",118,18624,1,15,15,"2017-18",71.1538461538462
"1579",2017-11-24,"Charlotte Hornets",99,"Cleveland Cavaliers",100,20562,1,1,1,"2017-18",71.1538461538462
"1580",2017-11-24,"Toronto Raptors",104,"Indiana Pacers",107,16523,1,3,3,"2017-18",65.9090909090909
"1581",2017-11-24,"Miami Heat",109,"Minnesota Timberwolves",97,18978,0,-12,12,"2017-18",72.0930232558139
"1582",2017-11-24,"Detroit Pistons",99,"Oklahoma City Thunder",98,18203,0,-1,1,"2017-18",65.9090909090909
"1583",2017-11-24,"Memphis Grizzlies",92,"Denver Nuggets",104,16736,1,12,12,"2017-18",75.609756097561
"1584",2017-11-24,"New Orleans Pelicans",115,"Phoenix Suns",91,16574,0,-24,24,"2017-18",24.390243902439
"1585",2017-11-24,"Chicago Bulls",94,"Golden State Warriors",143,19596,1,49,49,"2017-18",75
"1586",2017-11-25,"San Antonio Spurs",106,"Charlotte Hornets",86,18597,0,-20,20,"2017-18",51.219512195122
"1587",2017-11-25,"Orlando Magic",111,"Philadelphia 76ers",130,20585,1,19,19,"2017-18",71.7391304347826
"1588",2017-11-25,"Portland Trail Blazers",108,"Washington Wizards",105,18092,0,-3,3,"2017-18",56.8181818181818
"1589",2017-11-25,"Toronto Raptors",112,"Atlanta Hawks",78,12278,0,-34,34,"2017-18",39.0243902439024
"1590",2017-11-25,"New York Knicks",102,"Houston Rockets",117,18055,1,15,15,"2017-18",80.3921568627451
"1591",2017-11-25,"Boston Celtics",108,"Indiana Pacers",98,16303,0,-10,10,"2017-18",65.9090909090909
"1592",2017-11-25,"Oklahoma City Thunder",81,"Dallas Mavericks",97,20340,1,16,16,"2017-18",36.5853658536585
"1593",2017-11-25,"New Orleans Pelicans",95,"Golden State Warriors",110,19596,1,15,15,"2017-18",75
"1594",2017-11-25,"Milwaukee Bucks",108,"Utah Jazz",121,17298,1,13,13,"2017-18",67.3913043478261
"1595",2017-11-25,"Los Angeles Clippers",97,"Sacramento Kings",95,17583,0,-2,2,"2017-18",34.1463414634146
"1596",2017-11-26,"Miami Heat",100,"Chicago Bulls",93,20928,0,-7,7,"2017-18",41.4634146341463
"1597",2017-11-26,"Phoenix Suns",108,"Minnesota Timberwolves",119,16448,1,11,11,"2017-18",72.0930232558139
"1598",2017-11-26,"Brooklyn Nets",98,"Memphis Grizzlies",88,14889,0,-10,10,"2017-18",39.0243902439024
"1599",2017-11-27,"Orlando Magic",109,"Indiana Pacers",121,12501,1,12,12,"2017-18",65.9090909090909
"1600",2017-11-27,"Cleveland Cavaliers",113,"Philadelphia 76ers",91,20527,0,-22,22,"2017-18",71.7391304347826
"1601",2017-11-27,"Detroit Pistons",118,"Boston Celtics",108,18624,0,-10,10,"2017-18",71.1538461538462
"1602",2017-11-27,"Portland Trail Blazers",103,"New York Knicks",91,18409,0,-12,12,"2017-18",46.3414634146341
"1603",2017-11-27,"Brooklyn Nets",103,"Houston Rockets",117,16189,1,14,14,"2017-18",80.3921568627451
"1604",2017-11-27,"Dallas Mavericks",108,"San Antonio Spurs",115,17918,1,7,7,"2017-18",79.0697674418605
"1605",2017-11-27,"Sacramento Kings",110,"Golden State Warriors",106,19596,0,-4,4,"2017-18",75
"1606",2017-11-27,"Los Angeles Lakers",115,"Los Angeles Clippers",120,18086,1,5,5,"2017-18",53.6585365853659
"1607",2017-11-28,"Miami Heat",97,"Cleveland Cavaliers",108,20562,1,11,11,"2017-18",71.1538461538462
"1608",2017-11-28,"Phoenix Suns",104,"Chicago Bulls",99,18324,0,-5,5,"2017-18",41.4634146341463
"1609",2017-11-28,"Washington Wizards",92,"Minnesota Timberwolves",89,13442,0,-3,3,"2017-18",72.0930232558139
"1610",2017-11-28,"Milwaukee Bucks",112,"Sacramento Kings",87,17583,0,-25,25,"2017-18",34.1463414634146
"1611",2017-11-28,"Denver Nuggets",77,"Utah Jazz",106,16790,1,29,29,"2017-18",67.3913043478261
"1612",2017-11-29,"Phoenix Suns",107,"Detroit Pistons",131,18096,1,24,24,"2017-18",60.9756097560976
"1613",2017-11-29,"Oklahoma City Thunder",108,"Orlando Magic",121,17797,1,13,13,"2017-18",41.4634146341463
"1614",2017-11-29,"Washington Wizards",113,"Philadelphia 76ers",118,20492,1,5,5,"2017-18",71.7391304347826
"1615",2017-11-29,"Miami Heat",86,"New York Knicks",115,17693,1,29,29,"2017-18",46.3414634146341
"1616",2017-11-29,"Charlotte Hornets",113,"Toronto Raptors",126,19800,1,13,13,"2017-18",80.4347826086957
"1617",2017-11-29,"Indiana Pacers",97,"Houston Rockets",118,16760,1,21,21,"2017-18",80.3921568627451
"1618",2017-11-29,"Minnesota Timberwolves",120,"New Orleans Pelicans",102,15555,0,-18,18,"2017-18",60
"1619",2017-11-29,"Brooklyn Nets",109,"Dallas Mavericks",104,19327,0,-5,5,"2017-18",36.5853658536585
"1620",2017-11-29,"Memphis Grizzlies",95,"San Antonio Spurs",104,18013,1,9,9,"2017-18",79.0697674418605
"1621",2017-11-29,"Golden State Warriors",127,"Los Angeles Lakers",123,18997,0,-4,4,"2017-18",48.780487804878
"1622",2017-11-30,"Cleveland Cavaliers",121,"Atlanta Hawks",114,16379,0,-7,7,"2017-18",39.0243902439024
"1623",2017-11-30,"Philadelphia 76ers",97,"Boston Celtics",108,18624,1,11,11,"2017-18",71.1538461538462
"1624",2017-11-30,"Chicago Bulls",110,"Denver Nuggets",111,15156,1,1,1,"2017-18",75.609756097561
"1625",2017-11-30,"Milwaukee Bucks",103,"Portland Trail Blazers",91,19459,0,-12,12,"2017-18",65.1162790697674
"1626",2017-11-30,"Utah Jazz",126,"Los Angeles Clippers",107,15139,0,-19,19,"2017-18",53.6585365853659
"1627",2017-12-01,"Golden State Warriors",133,"Orlando Magic",112,18846,0,-21,21,"2017-18",41.4634146341463
"1628",2017-12-01,"Detroit Pistons",91,"Washington Wizards",109,17885,1,18,18,"2017-18",56.8181818181818
"1629",2017-12-01,"Indiana Pacers",115,"Toronto Raptors",120,19800,1,5,5,"2017-18",80.4347826086957
"1630",2017-12-01,"Sacramento Kings",107,"Chicago Bulls",106,19268,0,-1,1,"2017-18",41.4634146341463
"1631",2017-12-01,"San Antonio Spurs",95,"Memphis Grizzlies",79,16413,0,-16,16,"2017-18",39.0243902439024
"1632",2017-12-01,"Charlotte Hornets",100,"Miami Heat",105,19600,1,5,5,"2017-18",60.4651162790698
"1633",2017-12-01,"Minnesota Timberwolves",107,"Oklahoma City Thunder",111,18203,1,4,4,"2017-18",65.9090909090909
"1634",2017-12-01,"New Orleans Pelicans",108,"Utah Jazz",114,17725,1,6,6,"2017-18",67.3913043478261
"1635",2017-12-02,"Phoenix Suns",111,"Boston Celtics",116,18624,1,5,5,"2017-18",71.1538461538462
"1636",2017-12-02,"Los Angeles Clippers",82,"Dallas Mavericks",108,19245,1,26,26,"2017-18",36.5853658536585
"1637",2017-12-02,"Atlanta Hawks",114,"Brooklyn Nets",102,13949,0,-12,12,"2017-18",36.5853658536585
"1638",2017-12-02,"Memphis Grizzlies",111,"Cleveland Cavaliers",116,20562,1,5,5,"2017-18",71.1538461538462
"1639",2017-12-02,"Detroit Pistons",103,"Philadelphia 76ers",108,20562,1,5,5,"2017-18",71.7391304347826
"1640",2017-12-02,"Sacramento Kings",104,"Milwaukee Bucks",109,15581,1,5,5,"2017-18",63.6363636363636
"1641",2017-12-02,"Los Angeles Lakers",100,"Denver Nuggets",115,19520,1,15,15,"2017-18",75.609756097561
"1642",2017-12-02,"New Orleans Pelicans",123,"Portland Trail Blazers",116,18730,0,-7,7,"2017-18",65.1162790697674
"1643",2017-12-03,"Orlando Magic",105,"New York Knicks",100,19082,0,-5,5,"2017-18",46.3414634146341
"1644",2017-12-03,"Golden State Warriors",123,"Miami Heat",95,19600,0,-28,28,"2017-18",60.4651162790698
"1645",2017-12-03,"Los Angeles Clippers",106,"Minnesota Timberwolves",112,13172,1,6,6,"2017-18",72.0930232558139
"1646",2017-12-03,"San Antonio Spurs",87,"Oklahoma City Thunder",90,18203,1,3,3,"2017-18",65.9090909090909
"1647",2017-12-03,"Houston Rockets",118,"Los Angeles Lakers",95,18997,0,-23,23,"2017-18",48.780487804878
"1648",2017-12-04,"Orlando Magic",94,"Charlotte Hornets",104,14419,1,10,10,"2017-18",51.219512195122
"1649",2017-12-04,"New York Knicks",97,"Indiana Pacers",115,12018,1,18,18,"2017-18",65.9090909090909
"1650",2017-12-04,"Phoenix Suns",115,"Philadelphia 76ers",101,20564,0,-14,14,"2017-18",71.7391304347826
"1651",2017-12-04,"Brooklyn Nets",110,"Atlanta Hawks",90,12056,0,-20,20,"2017-18",39.0243902439024
"1652",2017-12-04,"Milwaukee Bucks",100,"Boston Celtics",111,18624,1,11,11,"2017-18",71.1538461538462
